35
1100,2012,5
1018,1987,2
858,1970,3
750,1992,2
748,1988,3
735,1992,4
725,1988,3
723,1981,2
717,1988,2
699,1970,2
699,1970,2
667,2005,2
625,1978,3
620,1967,2
578,1983,2
571,1972,3
571,1972,3
560,1981,2
534,1985,1
533,1989,1
517,1990,3
516,1965,3
506,1984,2
496,1985,2
493,2001,2
491,2007,2
478,1988,2
463,1926,2
454,1946,4
454,1965,3
454,1958,3
450,1968,3
443,1967,4
417,1973,2
414,1954,3
